アイテム名,URL,フレーバーテキスト
"林脇の洞窟","https://kamikouryaku.net/eldenring/?%E6%9E%97%E8%84%87%E3%81%AE%E6%B4%9E%E7%AA%9F","（フレーバーテキストなし）"
"輝石ホタル","https://kamikouryaku.net/eldenring/?%E8%BC%9D%E7%9F%B3%E3%83%9B%E3%82%BF%E3%83%AB","発光部が輝石化したホタル
アイテム製作に用いる素材のひとつ
リエーニエの湖で、広く見られる
輝石化により、誘引の魔力は失われている"
"燻り蝶","https://kamikouryaku.net/eldenring/?%E7%87%BB%E3%82%8A%E8%9D%B6","野火の側などで見られる、燃え尽きぬ蝶
アイテム製作に用いる素材のひとつ
様々なアイテムの火種となる"
"エオニアの蝶","https://kamikouryaku.net/eldenring/?%E3%82%A8%E3%82%AA%E3%83%8B%E3%82%A2%E3%81%AE%E8%9D%B6","朱い枯れ葉の羽を持つ蝶
アイテム製作に用いる素材のひとつ
エオニアの沼で見られる
古い神話では、この蝶は
腐敗の女神の翼であったという"
"幼生蝶","https://kamikouryaku.net/eldenring/?%E5%B9%BC%E7%94%9F%E8%9D%B6","透き通った羽衣の羽を持つ神秘の蝶
アイテム製作に用いる素材のひとつ
稀にしか見ることはできない
その蝶は、羽化した直後の姿のまま、一生を生きる"
"黄金百足","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E7%99%BE%E8%B6%B3","黄金に干からびた百足の死骸
アイテム製作に用いる素材のひとつ
黄金律の原理主義者
特に、死に生きる者の狩人たちの呪物であり
教会の側などで見られる"
"生き壺の破片","https://kamikouryaku.net/eldenring/?%E7%94%9F%E3%81%8D%E5%A3%BA%E3%81%AE%E7%A0%B4%E7%89%87","死後硬化した、生きている壺の破片
アイテム製作に用いる素材のひとつ
それは禁呪の力を秘めるとされ
密猟の対象であり、高値で取引される"
"カーリアの城館","https://kamikouryaku.net/eldenring/?%E3%82%AB%E3%83%BC%E3%83%AA%E3%82%A2%E3%81%AE%E5%9F%8E%E9%A4%A8","（フレーバーテキストなし）"
"銀雫の殻","https://kamikouryaku.net/eldenring/?%E9%8A%80%E9%9B%AB%E3%81%AE%E6%AE%BB","銀の雫と呼ばれる、不定形生物の硬化した殻
アイテム製作に用いる素材のひとつ
永遠の都と、その近辺で見つかる
銀の雫は生命を模倣する
模倣はやがて再誕となり
いつか、王になるのだという"
"金の排泄物","https://kamikouryaku.net/eldenring/?%E9%87%91%E3%81%AE%E6%8E%92%E6%B3%84%E7%89%A9","何者かの排泄物。金色の大便
アイテム製作に用いる素材のひとつ
森や茂みに隠れていることが多い
金色の大便は安定性が高い
乾かず、その熱と臭いを失わず
それはずっと大便である"
"血の混じった排泄物","https://kamikouryaku.net/eldenring/?%E8%A1%80%E3%81%AE%E6%B7%B7%E3%81%98%E3%81%A3%E3%81%9F%E6%8E%92%E6%B3%84%E7%89%A9","肉食の獣の排泄物。血の混じった大便
アイテム製作に用いる素材のひとつ
新しい王朝の地で見られる
半ば未消化の血肉を含み
得体の知れぬ小さなタマゴが
びっしりと植え付けられている"
"黄色い残り火","https://kamikouryaku.net/eldenring/?%E9%BB%84%E8%89%B2%E3%81%84%E6%AE%8B%E3%82%8A%E7%81%AB","死体の眼窩に見られる燻り
アイテム製作に用いる素材のひとつ
それは、狂い火の病の痕跡であり
熟れきって、弾けたブドウである"
"v9069925","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#v9069925","（フレーバーテキストなし）"
"ロアの実","https://kamikouryaku.net/eldenring/?%E3%83%AD%E3%82%A2%E3%81%AE%E5%AE%9F","低木になる赤い小果実
アイテム製作に用いる素材のひとつ
狭間の各地で、容易に手に入り
あらゆる用途で使用される"
"壺村","https://kamikouryaku.net/eldenring/?%E5%A3%BA%E6%9D%91","壺村は遥か崖下にあるのだが、下に降りるための道や昇降機などは用意されてないので、自分で断崖を飛び降りて到達する必要がある。"
"黄金のロア","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AD%E3%82%A2","黄金を帯びたロアの実
アイテム製作に用いる素材のひとつ
黄金樹に近い地で、容易に手に入る"
"ロアの原種","https://kamikouryaku.net/eldenring/?%E3%83%AD%E3%82%A2%E3%81%AE%E5%8E%9F%E7%A8%AE","ロアの実の原種とされる小果実
アイテム製作に用いる素材のひとつ
寒冷な高地で手に入る
凍てついてなお根付く、強い種である"
"ヘルバ","https://kamikouryaku.net/eldenring/?%E3%83%98%E3%83%AB%E3%83%90","薄っすらと光を放つ常緑の葉
アイテム製作に用いる素材のひとつ
広く分布する薬用植物
茂みの中などに見られる"
"夜露のヘルバ","https://kamikouryaku.net/eldenring/?%E5%A4%9C%E9%9C%B2%E3%81%AE%E3%83%98%E3%83%AB%E3%83%90","偽りの夜に育つヘルバ
アイテム製作に用いる素材のひとつ
永遠の都と、その近辺で見られる
薄っすらと星の光を放ち
神秘的な露に濡れている"
"アルテリアの葉","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%83%AB%E3%83%86%E3%83%AA%E3%82%A2%E3%81%AE%E8%91%89","太く膨れた葉脈を持つ暗赤の葉
アイテム製作に用いる素材のひとつ
稀にしか見ることはできない
それは僅かにだが脈打っており
血を滾らせ、高揚をもたらす"
"キノコ","https://kamikouryaku.net/eldenring/?%E3%82%AD%E3%83%8E%E3%82%B3","湿った茂みなどに広く自生する菌類
アイテム製作に用いる素材のひとつ
それは肉厚のスポンジのようで
投擲壺アイテムの基本素材となる"
"毒カビキノコ","https://kamikouryaku.net/eldenring/?%E6%AF%92%E3%82%AB%E3%83%93%E3%82%AD%E3%83%8E%E3%82%B3","毒のカビに覆われたキノコ
アイテム製作に用いる素材のひとつ
腐敗した地で見られる
その毒カビは、朱い腐敗から
身を守る術であるという"
"蕩けたキノコ","https://kamikouryaku.net/eldenring/?%E8%95%A9%E3%81%91%E3%81%9F%E3%82%AD%E3%83%8E%E3%82%B3","偽りの夜に育つ菌類
アイテム製作に用いる素材のひとつ
永遠の都と、その近辺で見られる
そのどろりとした溢液は、油の性質を持つ"
"落葉花","https://kamikouryaku.net/eldenring/?%E8%90%BD%E8%91%89%E8%8A%B1","褐色に萎びかけた濃黄色の花
アイテム製作に用いる素材のひとつ
狭間の各地で手に入る
古い黄金樹の落葉に育つ花"
"変色した落葉花","https://kamikouryaku.net/eldenring/?%E5%A4%89%E8%89%B2%E3%81%97%E3%81%9F%E8%90%BD%E8%91%89%E8%8A%B1","薄い朱に変色した落葉花
アイテム製作に用いる素材のひとつ
腐敗した地に咲く
古い黄金樹の落葉に咲く花"
"火の花","https://kamikouryaku.net/eldenring/?%E7%81%AB%E3%81%AE%E8%8A%B1","半ば灰となった燻りの花
アイテム製作に用いる素材のひとつ
巨人たちの山嶺に咲く
山嶺の頂にある、滅びの火の釜
その火の粉に育つ花"
"毒花","https://kamikouryaku.net/eldenring/?%E6%AF%92%E8%8A%B1","毒性の地に咲く花
アイテム製作に用いる素材のひとつ
濃緑の毒液が滴っている"
"雷花","https://kamikouryaku.net/eldenring/?%E9%9B%B7%E8%8A%B1","落雷の地に咲く黄色い花
アイテム製作に用いる素材のひとつ
僅かな雷を帯びている"
"アルタスの花","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%83%AB%E3%82%BF%E3%82%B9%E3%81%AE%E8%8A%B1","黄金に色づいた多肉植物の花
アイテム製作に用いる素材のひとつ
アルター高原に咲く
それは、黄金樹の前の時代
死を送る花であったという
Ver.1.00のテキスト
Ver.1.00のテキスト
黄金に色づいた多肉植物の花
アイテム製作に用いる素材のひとつ
アルタス高原に咲く
それは、黄金樹の前の時代
死を送る花であったという"
"調香師の廃墟","https://kamikouryaku.net/eldenring/?%E8%AA%BF%E9%A6%99%E5%B8%AB%E3%81%AE%E5%BB%83%E5%A2%9F","（フレーバーテキストなし）"
"血の薔薇","https://kamikouryaku.net/eldenring/?%E8%A1%80%E3%81%AE%E8%96%94%E8%96%87","血の混じった土壌に咲く、鮮血の薔薇
アイテム製作に用いる素材のひとつ
血の君主に仕える者たちが、特にこれを愛でる
来るべき王朝に、美あれ"
"墓紫","https://kamikouryaku.net/eldenring/?%E5%A2%93%E7%B4%AB","墓地に咲く紫の花
アイテム製作に用いる素材のひとつ
霊炎の花として、霊を喚ぶとされる"
"色褪せた金輪草","https://kamikouryaku.net/eldenring/?%E8%89%B2%E8%A4%AA%E3%81%9B%E3%81%9F%E9%87%91%E8%BC%AA%E8%8D%89","黄金樹に向かって咲く大輪の花
アイテム製作に用いる素材のひとつ
小黄金樹の近くで見られる
もはや枯れかけ、色褪せてはいても
聖性を残している"
"金輪草","https://kamikouryaku.net/eldenring/?%E9%87%91%E8%BC%AA%E8%8D%89","黄金樹に向かって咲く大輪の花
アイテム製作に用いる素材のひとつ
小黄金樹の近くで見られる
黄金樹の麓では、それはまだ色を残し
強い聖性を宿している"
"トリーナのスイレン","https://kamikouryaku.net/eldenring/?%E3%83%88%E3%83%AA%E3%83%BC%E3%83%8A%E3%81%AE%E3%82%B9%E3%82%A4%E3%83%AC%E3%83%B3","たおやかに萎びかけた薄紫のスイレン
アイテム製作に用いる素材のひとつ
稀にしか見ることはできない
聖女トリーナの信仰花であり
精神の昂りを抑える効果がある"
"結晶の木の芽","https://kamikouryaku.net/eldenring/?%E7%B5%90%E6%99%B6%E3%81%AE%E6%9C%A8%E3%81%AE%E8%8A%BD","育つことのなかった若芽が、結晶化したもの
アイテム製作に用いる素材のひとつ
リエーニエの湖で、広く見られる"
"氷結晶の木の芽","https://kamikouryaku.net/eldenring/?%E6%B0%B7%E7%B5%90%E6%99%B6%E3%81%AE%E6%9C%A8%E3%81%AE%E8%8A%BD","育つことのなかった若芽が、氷結晶化したもの
アイテム製作に用いる素材のひとつ
寒冷地で広く見られる"
"イエロの瞳","https://kamikouryaku.net/eldenring/?%E3%82%A4%E3%82%A8%E3%83%AD%E3%81%AE%E7%9E%B3","熟した中身が爛れ出た、低木の実
アイテム製作に用いる素材のひとつ
狂い病の地で育てられ、鎮痛薬に用いられる
危険な麻薬としても知られる"
"ミランダパウダー","https://kamikouryaku.net/eldenring/?%E3%83%9F%E3%83%A9%E3%83%B3%E3%83%80%E3%83%91%E3%82%A6%E3%83%80%E3%83%BC","人を襲う花、ミランダフラワーの花粉
アイテム製作に用いる素材のひとつ
散布される前の花粉は香りが強く
古くから調香に用いられる"
"根脂","https://kamikouryaku.net/eldenring/?%E6%A0%B9%E8%84%82","主に、地下の大樹根から採取できる天然樹脂
地上の木の側などで見つかることもある
アイテム製作に用いる素材のひとつ
その根は、かつて黄金樹に連なっていたといい
故に地下墓地は、大樹根の地を選んで作られる"
"洞窟苔","https://kamikouryaku.net/eldenring/?%E6%B4%9E%E7%AA%9F%E8%8B%94","暗い洞窟で、淡い光を放つ苔類
アイテム製作に用いる素材のひとつ
苔薬と呼ばれる、治療丸薬の基本素材"
"洞窟苔の花芽","https://kamikouryaku.net/eldenring/?%E6%B4%9E%E7%AA%9F%E8%8B%94%E3%81%AE%E8%8A%B1%E8%8A%BD","暗い洞窟で、淡い光を放つ苔類
その小さな黄色い花の咲いたもの
アイテム製作に用いる素材のひとつ
主に、調香に用いられる"
"洞窟苔の結晶","https://kamikouryaku.net/eldenring/?%E6%B4%9E%E7%AA%9F%E8%8B%94%E3%81%AE%E7%B5%90%E6%99%B6","暗い洞窟で、淡い光を放つ苔類
それに細かな結晶が生じたもの
アイテム製作に用いる素材のひとつ
特殊な苔薬の素材となる"
"o69fa37f","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#o69fa37f","（フレーバーテキストなし）"
"紐","https://kamikouryaku.net/eldenring/?%E7%B4%90","何の変哲もないが、丁度よい長さの紐
アイテム製作に用いる素材のひとつ
お気に入りの道具のようで
よく、亜人たちが持っている
アイテムの使い勝手を変えるために用いられる"
"神殿石","https://kamikouryaku.net/eldenring/?%E7%A5%9E%E6%AE%BF%E7%9F%B3","遺跡の降った地で見出される小片
その中でも稀な、特に光を帯びたもの
アイテム製作に用いる素材のひとつ
これは光を帯び、またその光に力を与える"
"壊れた結晶","https://kamikouryaku.net/eldenring/?%E5%A3%8A%E3%82%8C%E3%81%9F%E7%B5%90%E6%99%B6","純度の低い結晶が、劣化して割れたもの
アイテム製作に用いる素材のひとつ
結晶の坑道でよく見られる"
"火山石","https://kamikouryaku.net/eldenring/?%E7%81%AB%E5%B1%B1%E7%9F%B3","高温のガスを含んだ自然石
アイテム製作に用いる素材のひとつ
ゲルミア火山で見られる"
"蟻酸石","https://kamikouryaku.net/eldenring/?%E8%9F%BB%E9%85%B8%E7%9F%B3","大蟻の毒液が凝固した、強酸性の石
アイテム製作に用いる素材のひとつ
エインセル河など
大蟻の生息地で見られる
Ver.1.00のテキスト
Ver.1.00のテキスト
（名称：錆びた火山石）
強酸性のガスを含んだ自然石
アイテム制作に用いる素材のひとつ
ゲルミア火山で、稀に見られる"
"さざれ石","https://kamikouryaku.net/eldenring/?%E3%81%95%E3%81%96%E3%82%8C%E7%9F%B3","鋭く尖った石の剥片。その塊
アイテム製作に用いる素材のひとつ
かつて、古竜に襲われた地で見つかり
それは古竜のウロコであるという"
"a7a86c36","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#a7a86c36","（フレーバーテキストなし）"
"wa0f27cf","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#wa0f27cf","（フレーバーテキストなし）"
"獣の角","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E3%81%AE%E8%A7%92","霊性を帯びた角
アイテム製作に用いる素材のひとつ
影の地の、角の生えた獣から手に入ることがある
影の地の獣には坩堝の影響が色濃く
種によらず、角の生えた個体が見られる"
"霊結石","https://kamikouryaku.net/eldenring/?%E9%9C%8A%E7%B5%90%E7%9F%B3","稀に手に入る、霊性を帯びた結石
アイテム製作に用いる素材のひとつ
ラウフの古遺跡の
角の生えた獣から手に入ることがある
独特の強い刺激臭があり
特に霊格が高いとされる"
"サソリの肝","https://kamikouryaku.net/eldenring/?%E3%82%B5%E3%82%BD%E3%83%AA%E3%81%AE%E8%82%9D","蜘蛛サソリの新鮮な内臓
肝とは呼ばれるが、実体は定かではない
アイテム製作に用いる素材のひとつ
蜘蛛サソリを倒すと、手に入ることがある
痺れるような毒性を持つ珍味"
